ID,Question,QuestionText,Topic,ValidResponse,BeforeNumber,BeforeResponse,AfterNumber,AfterResponse,GROUP,RACE,AGEBRACKET,EDUCATION,PARTYBEFORE,GENDER,AGE
468,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,7,Moderately favor,3,Moderately oppose,7,"White, non-Hispanic",30-44,Some college,Independent,Female,36
469,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,8,Strongly favor,20,"White, non-Hispanic",60+,BA or above,Republican,Male,61
470,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,3,Moderately oppose,3,Moderately oppose,35,"White, non-Hispanic",60+,BA or above,Republican,Male,60
471,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,15,"Asian, non-Hispanic",18-29,Some college,Independent,Male,23
472,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,4,Slightly oppose,40,"White, non-Hispanic",45-59,BA or above,Independent,Female,50
473,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,1,Very strongly oppose,21,"Asian, non-Hispanic",30-44,BA or above,Independent,Female,44
474,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,16,"White, non-Hispanic",60+,BA or above,Democrat,Female,68
475,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,8,Strongly favor,24,"Black, non-Hispanic",45-59,BA or above,Democrat,Female,56
476,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,38,"White, non-Hispanic",18-29,No HS diploma,Democrat,Female,27
477,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,2,Strongly oppose,4,"2+, non-Hispanic",30-44,Some college,Independent,Female,38
478,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,1,Very strongly oppose,2,Strongly oppose,39,"White, non-Hispanic",45-59,BA or above,Independent,Male,54
479,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,24,"White, non-Hispanic",45-59,Some college,Republican,Male,54
480,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,8,Strongly favor,10,Strongly favor,4,"White, non-Hispanic",60+,BA or above,Republican,Female,72
481,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,2,Strongly oppose,0,Extremely oppose,9,"Asian, non-Hispanic",18-29,HS graduate or equivalent,Independent,Female,22
482,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,14,"White, non-Hispanic",30-44,BA or above,Independent,Female,36
483,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,16,"White, non-Hispanic",45-59,Some college,Republican,Female,59
484,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,1,Very strongly oppose,15,"White, non-Hispanic",60+,BA or above,Independent,Male,73
485,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,5,In the middle,6,"White, non-Hispanic",30-44,Some college,Independent,Male,35
486,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,15,"Black, non-Hispanic",60+,Some college,Democrat,Female,71
487,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,9,Very strongly favor,31,"White, non-Hispanic",60+,Some college,Independent,Female,65
488,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,1,Very strongly oppose,2,Strongly oppose,35,"Black, non-Hispanic",45-59,BA or above,Independent,Male,52
489,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,10,"White, non-Hispanic",60+,BA or above,Democrat,Male,69
490,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,30,"White, non-Hispanic",45-59,Some college,Republican,Male,56
491,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,4,Slightly oppose,3,Moderately oppose,25,"Black, non-Hispanic",30-44,BA or above,Democrat,Female,32
492,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,0,Extremely oppose,29,"White, non-Hispanic",18-29,BA or above,Democrat,Female,24
493,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,2,Strongly oppose,0,Extremely oppose,1,"White, non-Hispanic",45-59,Some college,Independent,Female,48
494,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,1,Very strongly oppose,7,"White, non-Hispanic",30-44,Some college,Democrat,Female,31
495,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,3,Moderately oppose,2,Strongly oppose,28,"White, non-Hispanic",45-59,BA or above,Independent,Female,53
496,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,5,In the middle,16,"White, non-Hispanic",45-59,HS graduate or equivalent,Republican,Female,59
497,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,9,Very strongly favor,19,"White, non-Hispanic",45-59,BA or above,Independent,Male,56
498,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,40,"White, non-Hispanic",18-29,Some college,Democrat,Male,29
499,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,22,"White, non-Hispanic",30-44,BA or above,Democrat,Male,41
500,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,14,"Black, non-Hispanic",30-44,BA or above,Democrat,Male,34
501,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,37,"Black, non-Hispanic",45-59,BA or above,Democrat,Female,47
502,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,24,"White, non-Hispanic",45-59,BA or above,Republican,Male,50
503,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,35,"White, non-Hispanic",45-59,Some college,Independent,Female,51
504,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,3,Moderately oppose,2,Strongly oppose,28,"White, non-Hispanic",45-59,BA or above,Democrat,Female,54
505,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,31,"White, non-Hispanic",60+,BA or above,Democrat,Female,62
506,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,8,Strongly favor,12,Hispanic,45-59,Some college,Democrat,Male,45
507,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,0,Extremely oppose,11,"Black, non-Hispanic",30-44,Some college,Democrat,Female,38
508,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,1,Very strongly oppose,1,Hispanic,60+,HS graduate or equivalent,Republican,Female,63
509,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,8,Strongly favor,5,In the middle,28,"White, non-Hispanic",30-44,BA or above,Republican,Male,38
510,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,8,Strongly favor,5,In the middle,23,"White, non-Hispanic",60+,BA or above,Republican,Male,71
511,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,1,Very strongly oppose,17,"White, non-Hispanic",60+,BA or above,Democrat,Male,60
512,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,2,Strongly oppose,7,Moderately favor,38,"White, non-Hispanic",30-44,BA or above,Independent,Male,32
513,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,8,Strongly favor,5,In the middle,33,"White, non-Hispanic",60+,Some college,Republican,Female,71
514,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,3,Moderately oppose,8,Strongly favor,30,"White, non-Hispanic",60+,BA or above,Independent,Male,66
515,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,1,Very strongly oppose,1,"White, non-Hispanic",60+,Some college,Democrat,Female,72
516,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,4,Slightly oppose,25,"White, non-Hispanic",45-59,BA or above,Republican,Female,51
517,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,6,Slightly favor,5,In the middle,34,"White, non-Hispanic",60+,Some college,Independent,Female,66
518,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,5,In the middle,32,"White, non-Hispanic",45-59,HS graduate or equivalent,Republican,Female,58
519,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,9,Very strongly favor,8,Strongly favor,16,"White, non-Hispanic",30-44,Some college,Independent,Female,31
520,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,2,Strongly oppose,2,Strongly oppose,13,"White, non-Hispanic",60+,Some college,Independent,Female,63
521,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,13,"White, non-Hispanic",45-59,BA or above,Democrat,Male,47
522,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,2,Strongly oppose,6,"White, non-Hispanic",45-59,BA or above,Democrat,Female,45
0,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,1,"White, non-Hispanic",18-29,Some college,Independent,Male,21
1,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,2,Strongly oppose,24,"White, non-Hispanic",30-44,BA or above,Republican,Male,34
2,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,9,"Black, non-Hispanic",60+,BA or above,Democrat,Female,71
3,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,7,Moderately favor,2,Strongly oppose,25,"White, non-Hispanic",60+,BA or above,Democrat,Female,77
4,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,21,"White, non-Hispanic",45-59,Some college,Republican,Male,51
5,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,4,Slightly oppose,17,"White, non-Hispanic",60+,BA or above,Independent,Female,67
6,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,1,Very strongly oppose,6,Slightly favor,33,"White, non-Hispanic",60+,Some college,Independent,Male,76
7,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,6,"Black, non-Hispanic",45-59,Some college,Democrat,Male,52
8,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,1,Very strongly oppose,2,Strongly oppose,28,"White, non-Hispanic",30-44,Some college,Democrat,Male,42
9,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,5,In the middle,34,"White, non-Hispanic",60+,Some college,Democrat,Female,65
10,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,False,77,No opinion,0,Extremely oppose,25,Hispanic,30-44,Some college,Independent,Female,42
11,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,37,"White, non-Hispanic",45-59,Some college,Independent,Female,57
12,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,4,Slightly oppose,0,Extremely oppose,37,"White, non-Hispanic",60+,HS graduate or equivalent,Independent,Female,63
13,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,8,Strongly favor,9,Very strongly favor,10,"White, non-Hispanic",60+,BA or above,Independent,Male,76
14,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,18,"White, non-Hispanic",60+,BA or above,Democrat,Female,62
15,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,7,Moderately favor,34,Hispanic,18-29,BA or above,Democrat,Female,24
16,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,6,"White, non-Hispanic",45-59,BA or above,Democrat,Female,55
17,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,8,Strongly favor,8,Strongly favor,1,"White, non-Hispanic",45-59,BA or above,Republican,Male,49
18,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,False,77,No opinion,1,Very strongly oppose,28,"Black, non-Hispanic",60+,Some college,Democrat,Female,71
19,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,35,"White, non-Hispanic",18-29,Some college,Independent,Male,23
20,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,5,In the middle,13,"Black, non-Hispanic",18-29,BA or above,Independent,Male,22
21,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,2,Strongly oppose,28,"Asian, non-Hispanic",30-44,BA or above,Independent,Male,42
22,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,2,Strongly oppose,2,Strongly oppose,31,"White, non-Hispanic",60+,BA or above,Independent,Male,71
23,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,4,"White, non-Hispanic",60+,BA or above,Democrat,Male,64
24,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,False,77,No opinion,77,No opinion,24,"White, non-Hispanic",60+,Some college,Independent,Female,65
25,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,25,"Black, non-Hispanic",18-29,HS graduate or equivalent,Democrat,Female,20
26,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,2,Strongly oppose,0,Extremely oppose,36,"White, non-Hispanic",18-29,BA or above,Democrat,Female,22
27,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,2,"White, non-Hispanic",60+,BA or above,Independent,Female,66
28,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,4,Slightly oppose,1,Very strongly oppose,33,Hispanic,18-29,Some college,Democrat,Female,23
29,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,7,Moderately favor,4,Slightly oppose,5,"White, non-Hispanic",60+,Some college,Republican,Female,60
30,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,2,Strongly oppose,24,"White, non-Hispanic",60+,BA or above,Independent,Male,66
31,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,5,In the middle,14,"Asian, non-Hispanic",18-29,BA or above,Independent,Male,23
32,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,2,Strongly oppose,38,"Other, non-Hispanic",45-59,BA or above,Independent,Male,59
33,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,36,"White, non-Hispanic",60+,Some college,Independent,Female,66
34,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,3,Moderately oppose,2,Strongly oppose,23,"Black, non-Hispanic",30-44,Some college,Democrat,Female,34
35,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,4,Slightly oppose,6,Slightly favor,21,"White, non-Hispanic",60+,BA or above,Republican,Male,62
36,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,2,Strongly oppose,2,Strongly oppose,20,"White, non-Hispanic",45-59,BA or above,Independent,Female,55
37,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,8,Strongly favor,4,Slightly oppose,9,"White, non-Hispanic",45-59,Some college,Independent,Male,59
38,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,1,Very strongly oppose,0,Extremely oppose,27,"White, non-Hispanic",60+,BA or above,Democrat,Female,65
39,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,4,Slightly oppose,40,Hispanic,60+,HS graduate or equivalent,Democrat,Male,68
40,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,3,Moderately oppose,0,Extremely oppose,23,"White, non-Hispanic",60+,Some college,Independent,Female,61
41,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,1,Very strongly oppose,20,"2+, non-Hispanic",60+,BA or above,Democrat,Female,67
42,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,4,Slightly oppose,26,"White, non-Hispanic",45-59,Some college,Republican,Male,59
43,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,False,98,SKIPPED ON WEB/PAPI,0,Extremely oppose,21,Hispanic,30-44,HS graduate or equivalent,Democrat,Female,33
44,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,7,Moderately favor,5,In the middle,12,"White, non-Hispanic",45-59,Some college,Independent,Female,57
45,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,5,In the middle,40,"White, non-Hispanic",45-59,HS graduate or equivalent,Republican,Male,57
46,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,7,Moderately favor,6,Slightly favor,22,"2+, non-Hispanic",18-29,Some college,Independent,Male,22
47,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,4,Slightly oppose,6,Slightly favor,26,"White, non-Hispanic",18-29,Some college,Independent,Male,19
48,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,False,98,SKIPPED ON WEB/PAPI,5,In the middle,29,"Black, non-Hispanic",30-44,Some college,Democrat,Female,38
49,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,2,"White, non-Hispanic",45-59,BA or above,Independent,Female,52
50,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,2,Strongly oppose,5,In the middle,22,"Asian, non-Hispanic",60+,BA or above,Independent,Male,63
51,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,8,Strongly favor,7,Moderately favor,30,"White, non-Hispanic",60+,BA or above,Independent,Male,70
52,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,False,77,No opinion,1,Very strongly oppose,19,"Black, non-Hispanic",60+,Some college,Democrat,Female,60
53,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,1,Very strongly oppose,5,"White, non-Hispanic",60+,Some college,Independent,Male,64
54,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,6,Slightly favor,6,Slightly favor,9,"White, non-Hispanic",45-59,Some college,Republican,Female,49
55,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,7,Moderately favor,10,Strongly favor,30,Hispanic,60+,BA or above,Independent,Male,62
56,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,5,In the middle,14,"Black, non-Hispanic",45-59,BA or above,Democrat,Female,49
57,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,6,Slightly favor,37,"White, non-Hispanic",45-59,Some college,Democrat,Female,58
58,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,10,Strongly favor,21,"White, non-Hispanic",60+,BA or above,Democrat,Female,67
59,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,11,Hispanic,45-59,BA or above,Republican,Female,47
60,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,38,"White, non-Hispanic",60+,BA or above,Independent,Male,73
61,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,3,Moderately oppose,2,Strongly oppose,37,"Asian, non-Hispanic",30-44,BA or above,Republican,Male,37
62,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,False,77,No opinion,5,In the middle,9,Hispanic,18-29,HS graduate or equivalent,Democrat,Female,27
63,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,False,77,No opinion,5,In the middle,7,"White, non-Hispanic",60+,Some college,Independent,Male,61
64,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,8,Strongly favor,4,"White, non-Hispanic",60+,BA or above,Independent,Male,75
65,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,3,Moderately oppose,2,Strongly oppose,5,"White, non-Hispanic",60+,Some college,Republican,Male,71
66,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,0,Extremely oppose,20,"White, non-Hispanic",60+,Some college,Republican,Female,77
67,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,8,Strongly favor,7,Moderately favor,6,"White, non-Hispanic",45-59,BA or above,Independent,Male,59
68,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,6,Slightly favor,18,"Black, non-Hispanic",45-59,BA or above,Democrat,Female,56
69,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,3,Moderately oppose,0,Extremely oppose,8,"White, non-Hispanic",60+,BA or above,Republican,Female,62
70,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,0,Extremely oppose,9,"Asian, non-Hispanic",30-44,Some college,Democrat,Female,36
71,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,23,"White, non-Hispanic",60+,BA or above,Democrat,Female,62
72,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,2,Strongly oppose,1,Very strongly oppose,34,"White, non-Hispanic",60+,Some college,Democrat,Female,79
73,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,3,Moderately oppose,0,Extremely oppose,16,"Black, non-Hispanic",45-59,BA or above,Democrat,Female,50
74,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,5,In the middle,28,"White, non-Hispanic",30-44,BA or above,Republican,Female,33
75,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,8,Strongly favor,8,Strongly favor,32,"White, non-Hispanic",60+,Some college,Democrat,Male,87
