ID,Question,QuestionText,Topic,ValidResponse,BeforeNumber,BeforeResponse,AfterNumber,AfterResponse,GROUP,RACE,AGEBRACKET,EDUCATION,PARTYBEFORE,GENDER,AGE,run_0,run_1,run_2,run_3,run_4,run_5,run_6,run_7,run_8,run_9,llm_avg,llm_avg_rounded,llm_avg_raw,Corrected_LLM,delta_human,delta_llm
274,Q3C,[The US should use taxes or other market incentives to achieve emissions reductions.] How strongly would you oppose or favor these?,Climate Change,True,1,Very strongly oppose,3,Moderately oppose,14,White_non_Hispanic,18_29,BA_or_above,Independent,Male,28,5,0,3,5,4,5,2,5,3,0,3.0,3.0,3.2,3.0,2,2.0
315,Q3C,[The US should use taxes or other market incentives to achieve emissions reductions.] How strongly would you oppose or favor these?,Climate Change,True,0,Extremely oppose,8,Strongly favor,14,White_non_Hispanic,45_59,BA_or_above,Independent,Male,57,6,0,2,4,4,0,2,2,0,0,2.0,2.0,2.0,2.0,8,2.0
382,Q3C,[The US should use taxes or other market incentives to achieve emissions reductions.] How strongly would you oppose or favor these?,Climate Change,True,10,Strongly favor,10,Strongly favor,14,Hispanic,60plus,BA_or_above,Independent,Male,71,10,10,10,10,9,10,9,10,10,10,10.0,10.0,9.8,10.0,0,0.0
424,Q3C,[The US should use taxes or other market incentives to achieve emissions reductions.] How strongly would you oppose or favor these?,Climate Change,True,5,In the middle,8,Strongly favor,14,White_non_Hispanic,45_59,BA_or_above,Republican,Female,51,7,7,7,7,7,7,6,7,7,7,7.0,7.0,6.9,7.0,3,2.0
462,Q3C,[The US should use taxes or other market incentives to achieve emissions reductions.] How strongly would you oppose or favor these?,Climate Change,True,10,Strongly favor,8,Strongly favor,14,White_non_Hispanic,45_59,BA_or_above,Democrat,Male,50,10,10,10,10,9,10,9,10,10,10,10.0,10.0,9.8,10.0,-2,0.0
482,Q3C,[The US should use taxes or other market incentives to achieve emissions reductions.] How strongly would you oppose or favor these?,Climate Change,True,10,Strongly favor,10,Strongly favor,14,White_non_Hispanic,30_44,BA_or_above,Independent,Female,36,10,10,10,10,9,10,9,10,10,9,10.0,10.0,9.7,10.0,0,0.0
500,Q3C,[The US should use taxes or other market incentives to achieve emissions reductions.] How strongly would you oppose or favor these?,Climate Change,True,10,Strongly favor,6,Slightly favor,14,Black_non_Hispanic,30_44,BA_or_above,Democrat,Male,34,10,10,10,10,10,10,9,10,10,10,10.0,10.0,9.9,10.0,-4,0.0
31,Q3D,[A Green New Deal to commit to major investments in infrastructure and renewable energy.] How strongly would you oppose or favor these?,Climate Change,True,10,Strongly favor,10,Strongly favor,14,Asian_non_Hispanic,18_29,BA_or_above,Independent,Male,23,10,10,10,10,10,10,9,10,10,10,10.0,10.0,9.9,8.0,0,-2.0
56,Q3D,[A Green New Deal to commit to major investments in infrastructure and renewable energy.] How strongly would you oppose or favor these?,Climate Change,True,10,Strongly favor,10,Strongly favor,14,Black_non_Hispanic,45_59,BA_or_above,Democrat,Female,49,10,10,10,10,10,10,10,10,10,10,10.0,10.0,10.0,10.0,0,0.0
136,Q3D,[A Green New Deal to commit to major investments in infrastructure and renewable energy.] How strongly would you oppose or favor these?,Climate Change,True,7,Moderately favor,8,Strongly favor,14,White_non_Hispanic,45_59,BA_or_above,Republican,Male,47,8,8,8,8,8,8,8,8,8,8,8.0,8.0,8.0,8.0,1,1.0
147,Q3D,[A Green New Deal to commit to major investments in infrastructure and renewable energy.] How strongly would you oppose or favor these?,Climate Change,True,10,Strongly favor,9,Very strongly favor,14,White_non_Hispanic,45_59,Some_college,Democrat,Female,51,10,10,10,10,10,10,10,10,10,10,10.0,10.0,10.0,10.0,-1,0.0
156,Q3D,[A Green New Deal to commit to major investments in infrastructure and renewable energy.] How strongly would you oppose or favor these?,Climate Change,True,9,Very strongly favor,10,Strongly favor,14,Black_non_Hispanic,45_59,BA_or_above,Democrat,Female,57,9,9,9,10,9,9,9,10,10,10,9.0,9.0,9.4,10.0,1,1.0
168,Q3D,[A Green New Deal to commit to major investments in infrastructure and renewable energy.] How strongly would you oppose or favor these?,Climate Change,True,9,Very strongly favor,9,Very strongly favor,14,White_non_Hispanic,45_59,BA_or_above,Independent,Female,49,9,9,9,9,9,9,9,10,10,10,9.0,9.0,9.3,9.0,0,0.0
274,Q3D,[A Green New Deal to commit to major investments in infrastructure and renewable energy.] How strongly would you oppose or favor these?,Climate Change,True,0,Extremely oppose,0,Extremely oppose,14,White_non_Hispanic,18_29,BA_or_above,Independent,Male,28,0,0,2,0,4,0,0,0,0,0,1.0,1.0,0.6,0.0,0,0.0
315,Q3D,[A Green New Deal to commit to major investments in infrastructure and renewable energy.] How strongly would you oppose or favor these?,Climate Change,True,0,Extremely oppose,4,Slightly oppose,14,White_non_Hispanic,45_59,BA_or_above,Independent,Male,57,0,0,2,0,4,0,0,0,0,0,1.0,1.0,0.6,-0.0,4,-0.0
382,Q3D,[A Green New Deal to commit to major investments in infrastructure and renewable energy.] How strongly would you oppose or favor these?,Climate Change,True,10,Strongly favor,10,Strongly favor,14,Hispanic,60plus,BA_or_above,Independent,Male,71,10,10,10,10,10,10,10,10,10,10,10.0,10.0,10.0,9.0,0,-1.0
424,Q3D,[A Green New Deal to commit to major investments in infrastructure and renewable energy.] How strongly would you oppose or favor these?,Climate Change,True,0,Extremely oppose,0,Extremely oppose,14,White_non_Hispanic,45_59,BA_or_above,Republican,Female,51,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0,-0.0
462,Q3D,[A Green New Deal to commit to major investments in infrastructure and renewable energy.] How strongly would you oppose or favor these?,Climate Change,True,10,Strongly favor,10,Strongly favor,14,White_non_Hispanic,45_59,BA_or_above,Democrat,Male,50,10,10,10,10,10,10,10,10,10,10,10.0,10.0,10.0,10.0,0,0.0
482,Q3D,[A Green New Deal to commit to major investments in infrastructure and renewable energy.] How strongly would you oppose or favor these?,Climate Change,True,5,In the middle,7,Moderately favor,14,White_non_Hispanic,30_44,BA_or_above,Independent,Female,36,6,6,7,7,6,6,8,6,6,6,6.0,6.0,6.4,6.0,2,1.0
500,Q3D,[A Green New Deal to commit to major investments in infrastructure and renewable energy.] How strongly would you oppose or favor these?,Climate Change,True,10,Strongly favor,7,Moderately favor,14,Black_non_Hispanic,30_44,BA_or_above,Democrat,Male,34,10,10,10,10,10,10,10,10,10,10,10.0,10.0,10.0,10.0,-3,0.0
31,Q3E,[The US should expand oil and gas production.] How strongly would you oppose or favor these?,Climate Change,True,3,Moderately oppose,4,Slightly oppose,14,Asian_non_Hispanic,18_29,BA_or_above,Independent,Male,23,2,2,2,2,4,2,2,2,2,4,2.0,2.0,2.4,3.0,1,0.0
56,Q3E,[The US should expand oil and gas production.] How strongly would you oppose or favor these?,Climate Change,True,8,Strongly favor,10,Strongly favor,14,Black_non_Hispanic,45_59,BA_or_above,Democrat,Female,49,6,8,7,6,9,7,6,6,7,7,7.0,7.0,6.9,7.0,2,-1.0
136,Q3E,[The US should expand oil and gas production.] How strongly would you oppose or favor these?,Climate Change,True,7,Moderately favor,10,Strongly favor,14,White_non_Hispanic,45_59,BA_or_above,Republican,Male,47,6,6,8,6,6,6,6,6,6,6,6.0,6.0,6.2,6.0,3,-1.0
147,Q3E,[The US should expand oil and gas production.] How strongly would you oppose or favor these?,Climate Change,True,3,Moderately oppose,2,Strongly oppose,14,White_non_Hispanic,45_59,Some_college,Democrat,Female,51,2,2,2,2,2,2,2,2,2,2,2.0,2.0,2.0,2.0,-1,-1.0
156,Q3E,[The US should expand oil and gas production.] How strongly would you oppose or favor these?,Climate Change,True,8,Strongly favor,5,In the middle,14,Black_non_Hispanic,45_59,BA_or_above,Democrat,Female,57,6,8,7,7,9,7,7,6,7,7,7.0,7.0,7.1,7.0,-3,-1.0
168,Q3E,[The US should expand oil and gas production.] How strongly would you oppose or favor these?,Climate Change,True,0,Extremely oppose,0,Extremely oppose,14,White_non_Hispanic,45_59,BA_or_above,Independent,Female,49,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
253,Q3E,[The US should expand oil and gas production.] How strongly would you oppose or favor these?,Climate Change,True,0,Extremely oppose,0,Extremely oppose,14,White_non_Hispanic,30_44,Some_college,Democrat,Female,33,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
274,Q3E,[The US should expand oil and gas production.] How strongly would you oppose or favor these?,Climate Change,True,8,Strongly favor,8,Strongly favor,14,White_non_Hispanic,18_29,BA_or_above,Independent,Male,28,6,7,7,7,9,7,6,7,7,7,7.0,7.0,7.0,7.0,0,-1.0
315,Q3E,[The US should expand oil and gas production.] How strongly would you oppose or favor these?,Climate Change,True,10,Strongly favor,9,Very strongly favor,14,White_non_Hispanic,45_59,BA_or_above,Independent,Male,57,8,8,8,8,9,8,9,8,8,8,8.0,8.0,8.2,8.0,-1,-2.0
424,Q3E,[The US should expand oil and gas production.] How strongly would you oppose or favor these?,Climate Change,True,5,In the middle,5,In the middle,14,White_non_Hispanic,45_59,BA_or_above,Republican,Female,51,6,6,6,6,4,4,6,6,6,6,6.0,6.0,5.6,5.0,0,0.0
462,Q3E,[The US should expand oil and gas production.] How strongly would you oppose or favor these?,Climate Change,True,0,Extremely oppose,0,Extremely oppose,14,White_non_Hispanic,45_59,BA_or_above,Democrat,Male,50,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
482,Q3E,[The US should expand oil and gas production.] How strongly would you oppose or favor these?,Climate Change,True,0,Extremely oppose,0,Extremely oppose,14,White_non_Hispanic,30_44,BA_or_above,Independent,Female,36,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
500,Q3E,[The US should expand oil and gas production.] How strongly would you oppose or favor these?,Climate Change,True,0,Extremely oppose,0,Extremely oppose,14,Black_non_Hispanic,30_44,BA_or_above,Democrat,Male,34,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,1.0
31,Q3F,[Allow expansion of oil and gas production on federal lands previously dedicated to wildlife preservation.] How strongly would you oppose or favor these?,Climate Change,True,0,Extremely oppose,0,Extremely oppose,14,Asian_non_Hispanic,18_29,BA_or_above,Independent,Male,23,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,1.0
56,Q3F,[Allow expansion of oil and gas production on federal lands previously dedicated to wildlife preservation.] How strongly would you oppose or favor these?,Climate Change,True,0,Extremely oppose,3,Moderately oppose,14,Black_non_Hispanic,45_59,BA_or_above,Democrat,Female,49,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,0.0
136,Q3F,[Allow expansion of oil and gas production on federal lands previously dedicated to wildlife preservation.] How strongly would you oppose or favor these?,Climate Change,True,7,Moderately favor,5,In the middle,14,White_non_Hispanic,45_59,BA_or_above,Republican,Male,47,6,6,6,6,6,6,6,6,6,6,6.0,6.0,6.0,6.0,-2,-1.0
147,Q3F,[Allow expansion of oil and gas production on federal lands previously dedicated to wildlife preservation.] How strongly would you oppose or favor these?,Climate Change,True,0,Extremely oppose,0,Extremely oppose,14,White_non_Hispanic,45_59,Some_college,Democrat,Female,51,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
156,Q3F,[Allow expansion of oil and gas production on federal lands previously dedicated to wildlife preservation.] How strongly would you oppose or favor these?,Climate Change,True,3,Moderately oppose,5,In the middle,14,Black_non_Hispanic,45_59,BA_or_above,Democrat,Female,57,2,2,2,2,2,2,2,2,2,2,2.0,2.0,2.0,1.0,2,-2.0
168,Q3F,[Allow expansion of oil and gas production on federal lands previously dedicated to wildlife preservation.] How strongly would you oppose or favor these?,Climate Change,True,0,Extremely oppose,0,Extremely oppose,14,White_non_Hispanic,45_59,BA_or_above,Independent,Female,49,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0,-0.0
253,Q3F,[Allow expansion of oil and gas production on federal lands previously dedicated to wildlife preservation.] How strongly would you oppose or favor these?,Climate Change,True,0,Extremely oppose,0,Extremely oppose,14,White_non_Hispanic,30_44,Some_college,Democrat,Female,33,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,1.0
274,Q3F,[Allow expansion of oil and gas production on federal lands previously dedicated to wildlife preservation.] How strongly would you oppose or favor these?,Climate Change,True,7,Moderately favor,6,Slightly favor,14,White_non_Hispanic,18_29,BA_or_above,Independent,Male,28,6,6,5,6,8,6,6,6,6,6,6.0,6.0,6.1,7.0,-1,0.0
315,Q3F,[Allow expansion of oil and gas production on federal lands previously dedicated to wildlife preservation.] How strongly would you oppose or favor these?,Climate Change,True,10,Strongly favor,9,Very strongly favor,14,White_non_Hispanic,45_59,BA_or_above,Independent,Male,57,8,8,8,8,8,8,8,8,8,8,8.0,8.0,8.0,8.0,-1,-2.0
382,Q3F,[Allow expansion of oil and gas production on federal lands previously dedicated to wildlife preservation.] How strongly would you oppose or favor these?,Climate Change,True,0,Extremely oppose,0,Extremely oppose,14,Hispanic,60plus,BA_or_above,Independent,Male,71,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0,-0.0
424,Q3F,[Allow expansion of oil and gas production on federal lands previously dedicated to wildlife preservation.] How strongly would you oppose or favor these?,Climate Change,True,5,In the middle,5,In the middle,14,White_non_Hispanic,45_59,BA_or_above,Republican,Female,51,4,4,4,4,4,3,3,3,6,3,4.0,4.0,3.8,3.0,0,-2.0
462,Q3F,[Allow expansion of oil and gas production on federal lands previously dedicated to wildlife preservation.] How strongly would you oppose or favor these?,Climate Change,True,0,Extremely oppose,0,Extremely oppose,14,White_non_Hispanic,45_59,BA_or_above,Democrat,Male,50,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,1.0
482,Q3F,[Allow expansion of oil and gas production on federal lands previously dedicated to wildlife preservation.] How strongly would you oppose or favor these?,Climate Change,True,0,Extremely oppose,0,Extremely oppose,14,White_non_Hispanic,30_44,BA_or_above,Independent,Female,36,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
500,Q3F,[Allow expansion of oil and gas production on federal lands previously dedicated to wildlife preservation.] How strongly would you oppose or favor these?,Climate Change,True,0,Extremely oppose,0,Extremely oppose,14,Black_non_Hispanic,30_44,BA_or_above,Democrat,Male,34,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,1.0
31,Q3G,[The U.S. government should facilitate fracking throughout the US.] How strongly would you oppose or favor these?,Climate Change,True,2,Strongly oppose,4,Slightly oppose,14,Asian_non_Hispanic,18_29,BA_or_above,Independent,Male,23,1,1,2,1,1,1,1,1,1,1,1.0,1.0,1.1,2.0,2,0.0
136,Q3G,[The U.S. government should facilitate fracking throughout the US.] How strongly would you oppose or favor these?,Climate Change,True,5,In the middle,7,Moderately favor,14,White_non_Hispanic,45_59,BA_or_above,Republican,Male,47,6,6,7,4,4,6,4,4,3,4,5.0,5.0,4.8,6.0,2,1.0
147,Q3G,[The U.S. government should facilitate fracking throughout the US.] How strongly would you oppose or favor these?,Climate Change,True,2,Strongly oppose,0,Extremely oppose,14,White_non_Hispanic,45_59,Some_college,Democrat,Female,51,1,1,2,1,1,1,1,1,1,1,1.0,1.0,1.1,2.0,-2,0.0
156,Q3G,[The U.S. government should facilitate fracking throughout the US.] How strongly would you oppose or favor these?,Climate Change,True,0,Extremely oppose,2,Strongly oppose,14,Black_non_Hispanic,45_59,BA_or_above,Democrat,Female,57,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0.0
168,Q3G,[The U.S. government should facilitate fracking throughout the US.] How strongly would you oppose or favor these?,Climate Change,True,0,Extremely oppose,0,Extremely oppose,14,White_non_Hispanic,45_59,BA_or_above,Independent,Female,49,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,1.0
253,Q3G,[The U.S. government should facilitate fracking throughout the US.] How strongly would you oppose or favor these?,Climate Change,True,0,Extremely oppose,0,Extremely oppose,14,White_non_Hispanic,30_44,Some_college,Democrat,Female,33,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0,2.0
274,Q3G,[The U.S. government should facilitate fracking throughout the US.] How strongly would you oppose or favor these?,Climate Change,True,5,In the middle,7,Moderately favor,14,White_non_Hispanic,18_29,BA_or_above,Independent,Male,28,6,6,6,4,4,4,4,4,3,4,4.0,4.0,4.5,6.0,2,1.0
315,Q3G,[The U.S. government should facilitate fracking throughout the US.] How strongly would you oppose or favor these?,Climate Change,True,9,Very strongly favor,9,Very strongly favor,14,White_non_Hispanic,45_59,BA_or_above,Independent,Male,57,8,8,8,8,8,8,8,8,8,8,8.0,8.0,8.0,9.0,0,0.0
382,Q3G,[The U.S. government should facilitate fracking throughout the US.] How strongly would you oppose or favor these?,Climate Change,True,1,Very strongly oppose,1,Very strongly oppose,14,Hispanic,60plus,BA_or_above,Independent,Male,71,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.1,1.0,0,0.0
424,Q3G,[The U.S. government should facilitate fracking throughout the US.] How strongly would you oppose or favor these?,Climate Change,True,5,In the middle,7,Moderately favor,14,White_non_Hispanic,45_59,BA_or_above,Republican,Female,51,6,6,7,4,4,6,6,4,6,4,5.0,5.0,5.3,6.0,2,1.0
462,Q3G,[The U.S. government should facilitate fracking throughout the US.] How strongly would you oppose or favor these?,Climate Change,True,0,Extremely oppose,0,Extremely oppose,14,White_non_Hispanic,45_59,BA_or_above,Democrat,Male,50,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,1.0
482,Q3G,[The U.S. government should facilitate fracking throughout the US.] How strongly would you oppose or favor these?,Climate Change,True,0,Extremely oppose,0,Extremely oppose,14,White_non_Hispanic,30_44,BA_or_above,Independent,Female,36,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0,2.0
500,Q3G,[The U.S. government should facilitate fracking throughout the US.] How strongly would you oppose or favor these?,Climate Change,True,0,Extremely oppose,3,Moderately oppose,14,Black_non_Hispanic,30_44,BA_or_above,Democrat,Male,34,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,0.0
31,Q3H,"[The US should mandate zero carbon emissions for cars, trucks, and buses.] How strongly would you oppose or favor these?",Climate Change,True,10,Strongly favor,10,Strongly favor,14,Asian_non_Hispanic,18_29,BA_or_above,Independent,Male,23,9,10,9,9,9,9,9,10,10,9,9.0,9.0,9.3,8.0,0,-2.0
56,Q3H,"[The US should mandate zero carbon emissions for cars, trucks, and buses.] How strongly would you oppose or favor these?",Climate Change,True,10,Strongly favor,7,Moderately favor,14,Black_non_Hispanic,45_59,BA_or_above,Democrat,Female,49,10,10,9,10,9,10,9,10,10,10,10.0,10.0,9.7,9.0,-3,-1.0
136,Q3H,"[The US should mandate zero carbon emissions for cars, trucks, and buses.] How strongly would you oppose or favor these?",Climate Change,True,2,Strongly oppose,2,Strongly oppose,14,White_non_Hispanic,45_59,BA_or_above,Republican,Male,47,1,1,2,1,1,1,2,2,2,1,1.0,1.0,1.4,2.0,0,0.0
147,Q3H,"[The US should mandate zero carbon emissions for cars, trucks, and buses.] How strongly would you oppose or favor these?",Climate Change,True,4,Slightly oppose,7,Moderately favor,14,White_non_Hispanic,45_59,Some_college,Democrat,Female,51,6,6,3,6,6,5,3,5,3,5,5.0,5.0,4.8,4.0,3,0.0
156,Q3H,"[The US should mandate zero carbon emissions for cars, trucks, and buses.] How strongly would you oppose or favor these?",Climate Change,True,0,Extremely oppose,3,Moderately oppose,14,Black_non_Hispanic,45_59,BA_or_above,Democrat,Female,57,0,0,2,0,0,10,0,0,10,10,3.0,3.0,3.2,2.0,3,2.0
168,Q3H,"[The US should mandate zero carbon emissions for cars, trucks, and buses.] How strongly would you oppose or favor these?",Climate Change,True,5,In the middle,9,Very strongly favor,14,White_non_Hispanic,45_59,BA_or_above,Independent,Female,49,6,6,7,7,6,6,6,6,6,6,6.0,6.0,6.2,5.0,4,0.0
253,Q3H,"[The US should mandate zero carbon emissions for cars, trucks, and buses.] How strongly would you oppose or favor these?",Climate Change,True,4,Slightly oppose,6,Slightly favor,14,White_non_Hispanic,30_44,Some_college,Democrat,Female,33,6,5,3,6,6,5,5,5,3,5,5.0,5.0,4.9,3.0,2,-1.0
274,Q3H,"[The US should mandate zero carbon emissions for cars, trucks, and buses.] How strongly would you oppose or favor these?",Climate Change,True,0,Extremely oppose,0,Extremely oppose,14,White_non_Hispanic,18_29,BA_or_above,Independent,Male,28,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.2,0.0,0,0.0
315,Q3H,"[The US should mandate zero carbon emissions for cars, trucks, and buses.] How strongly would you oppose or favor these?",Climate Change,True,0,Extremely oppose,1,Very strongly oppose,14,White_non_Hispanic,45_59,BA_or_above,Independent,Male,57,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.2,-0.0,1,-0.0
382,Q3H,"[The US should mandate zero carbon emissions for cars, trucks, and buses.] How strongly would you oppose or favor these?",Climate Change,True,8,Strongly favor,8,Strongly favor,14,Hispanic,60plus,BA_or_above,Independent,Male,71,9,8,8,9,9,9,9,9,9,9,9.0,9.0,8.8,8.0,0,0.0
424,Q3H,"[The US should mandate zero carbon emissions for cars, trucks, and buses.] How strongly would you oppose or favor these?",Climate Change,True,0,Extremely oppose,0,Extremely oppose,14,White_non_Hispanic,45_59,BA_or_above,Republican,Female,51,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0,-0.0
462,Q3H,"[The US should mandate zero carbon emissions for cars, trucks, and buses.] How strongly would you oppose or favor these?",Climate Change,True,10,Strongly favor,9,Very strongly favor,14,White_non_Hispanic,45_59,BA_or_above,Democrat,Male,50,10,10,9,10,9,10,9,10,10,10,10.0,10.0,9.7,9.0,-1,-1.0
482,Q3H,"[The US should mandate zero carbon emissions for cars, trucks, and buses.] How strongly would you oppose or favor these?",Climate Change,True,5,In the middle,5,In the middle,14,White_non_Hispanic,30_44,BA_or_above,Independent,Female,36,6,6,6,6,6,6,6,6,6,6,6.0,6.0,6.0,5.0,0,0.0
500,Q3H,"[The US should mandate zero carbon emissions for cars, trucks, and buses.] How strongly would you oppose or favor these?",Climate Change,True,7,Moderately favor,6,Slightly favor,14,Black_non_Hispanic,30_44,BA_or_above,Democrat,Male,34,8,8,8,8,8,8,8,8,8,8,8.0,8.0,8.0,7.0,-1,0.0
31,Q4A,[Capital gains -- income earned when an investment that has increased in value is sold -- should be taxed the same as ordinary wage income.] How strongly would you oppose or favor these?,Taxes,True,5,In the middle,0,Extremely oppose,14,Asian_non_Hispanic,18_29,BA_or_above,Independent,Male,23,6,6,7,6,6,6,6,6,6,6,6.0,6.0,6.1,6.0,-5,1.0
56,Q4A,[Capital gains -- income earned when an investment that has increased in value is sold -- should be taxed the same as ordinary wage income.] How strongly would you oppose or favor these?,Taxes,True,0,Extremely oppose,10,Strongly favor,14,Black_non_Hispanic,45_59,BA_or_above,Democrat,Female,49,0,0,0,10,0,10,0,0,0,10,3.0,3.0,3.0,2.0,10,2.0
136,Q4A,[Capital gains -- income earned when an investment that has increased in value is sold -- should be taxed the same as ordinary wage income.] How strongly would you oppose or favor these?,Taxes,True,2,Strongly oppose,8,Strongly favor,14,White_non_Hispanic,45_59,BA_or_above,Republican,Male,47,1,1,2,1,1,2,2,2,1,1,1.0,1.0,1.4,2.0,6,0.0
156,Q4A,[Capital gains -- income earned when an investment that has increased in value is sold -- should be taxed the same as ordinary wage income.] How strongly would you oppose or favor these?,Taxes,True,7,Moderately favor,10,Strongly favor,14,Black_non_Hispanic,45_59,BA_or_above,Democrat,Female,57,8,8,8,8,8,8,8,8,8,8,8.0,8.0,8.0,7.0,3,0.0
274,Q4A,[Capital gains -- income earned when an investment that has increased in value is sold -- should be taxed the same as ordinary wage income.] How strongly would you oppose or favor these?,Taxes,True,6,Slightly favor,7,Moderately favor,14,White_non_Hispanic,18_29,BA_or_above,Independent,Male,28,7,7,7,7,7,7,7,7,7,7,7.0,7.0,7.0,7.0,1,1.0
315,Q4A,[Capital gains -- income earned when an investment that has increased in value is sold -- should be taxed the same as ordinary wage income.] How strongly would you oppose or favor these?,Taxes,True,9,Very strongly favor,8,Strongly favor,14,White_non_Hispanic,45_59,BA_or_above,Independent,Male,57,8,8,8,8,8,8,9,8,8,8,8.0,8.0,8.1,9.0,-1,0.0
382,Q4A,[Capital gains -- income earned when an investment that has increased in value is sold -- should be taxed the same as ordinary wage income.] How strongly would you oppose or favor these?,Taxes,True,2,Strongly oppose,2,Strongly oppose,14,Hispanic,60plus,BA_or_above,Independent,Male,71,1,1,2,1,1,2,2,1,3,1,2.0,2.0,1.5,2.0,0,0.0
424,Q4A,[Capital gains -- income earned when an investment that has increased in value is sold -- should be taxed the same as ordinary wage income.] How strongly would you oppose or favor these?,Taxes,True,0,Extremely oppose,1,Very strongly oppose,14,White_non_Hispanic,45_59,BA_or_above,Republican,Female,51,0,0,0,0,1,0,2,0,0,0,0.0,0.0,0.3,1.0,1,1.0
462,Q4A,[Capital gains -- income earned when an investment that has increased in value is sold -- should be taxed the same as ordinary wage income.] How strongly would you oppose or favor these?,Taxes,True,10,Strongly favor,10,Strongly favor,14,White_non_Hispanic,45_59,BA_or_above,Democrat,Male,50,9,9,9,9,1,10,9,9,10,9,8.0,8.0,8.4,9.0,0,-1.0
482,Q4A,[Capital gains -- income earned when an investment that has increased in value is sold -- should be taxed the same as ordinary wage income.] How strongly would you oppose or favor these?,Taxes,True,0,Extremely oppose,3,Moderately oppose,14,White_non_Hispanic,30_44,BA_or_above,Independent,Female,36,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.2,1.0,3,1.0
500,Q4A,[Capital gains -- income earned when an investment that has increased in value is sold -- should be taxed the same as ordinary wage income.] How strongly would you oppose or favor these?,Taxes,True,8,Strongly favor,4,Slightly oppose,14,Black_non_Hispanic,30_44,BA_or_above,Democrat,Male,34,9,9,9,9,9,9,9,9,8,9,9.0,9.0,8.9,8.0,-4,0.0
31,Q4B,"[The US should impose a wealth tax on the richest taxpayers, requiring them to pay a small portion of their wealth on an annual basis.] How strongly would you oppose or favor these?",Taxes,True,10,Strongly favor,10,Strongly favor,14,Asian_non_Hispanic,18_29,BA_or_above,Independent,Male,23,10,10,9,10,9,10,10,10,10,10,10.0,10.0,9.8,9.0,0,-1.0
56,Q4B,"[The US should impose a wealth tax on the richest taxpayers, requiring them to pay a small portion of their wealth on an annual basis.] How strongly would you oppose or favor these?",Taxes,True,10,Strongly favor,10,Strongly favor,14,Black_non_Hispanic,45_59,BA_or_above,Democrat,Female,49,10,10,10,10,10,10,10,10,10,10,10.0,10.0,10.0,9.0,0,-1.0
136,Q4B,"[The US should impose a wealth tax on the richest taxpayers, requiring them to pay a small portion of their wealth on an annual basis.] How strongly would you oppose or favor these?",Taxes,True,7,Moderately favor,9,Very strongly favor,14,White_non_Hispanic,45_59,BA_or_above,Republican,Male,47,8,8,8,8,8,8,8,8,8,8,8.0,8.0,8.0,8.0,2,1.0
147,Q4B,"[The US should impose a wealth tax on the richest taxpayers, requiring them to pay a small portion of their wealth on an annual basis.] How strongly would you oppose or favor these?",Taxes,True,10,Strongly favor,2,Strongly oppose,14,White_non_Hispanic,45_59,Some_college,Democrat,Female,51,10,10,10,10,10,10,10,10,10,10,10.0,10.0,10.0,9.0,-8,-1.0
156,Q4B,"[The US should impose a wealth tax on the richest taxpayers, requiring them to pay a small portion of their wealth on an annual basis.] How strongly would you oppose or favor these?",Taxes,True,10,Strongly favor,10,Strongly favor,14,Black_non_Hispanic,45_59,BA_or_above,Democrat,Female,57,10,10,10,10,10,10,10,10,10,10,10.0,10.0,10.0,9.0,0,-1.0
