ID,Question,QuestionText,Topic,ValidResponse,BeforeNumber,BeforeResponse,AfterNumber,AfterResponse,GROUP,RACE,AGEBRACKET,EDUCATION,PARTYBEFORE,GENDER,AGE,run_0,run_1,run_2,run_3,run_4,run_5,run_6,run_7,run_8,run_9,delta_observed,delta_0,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,delta_mean_llm,delta_stf_llm,delta_diff_0,delta_diff_1,delta_diff_2,delta_diff_3,delta_diff_4,delta_diff_5,delta_diff_6,delta_diff_7,delta_diff_8,delta_diff_9
430,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,9,Very strongly favor,8,Strongly favor,18,"Black, non-Hispanic",18-29,BA or above,Democrat,Female,26,8,8,8,8,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,0,0,0,0,0,0,0,0,0,0
444,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,0,Extremely oppose,7,Moderately favor,18,"Black, non-Hispanic",45-59,HS graduate or equivalent,Democrat,Female,53,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
447,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,3,Moderately oppose,7,Moderately favor,18,"White, non-Hispanic",60+,Some college,Independent,Male,70,2,2,2,2,2,2,2,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
14,Q2A,[Reduce the number of refuges allowed to resettle the US.] How strongly would you oppose or favor these?,Immigration,True,5,In the middle,2,Strongly oppose,18,"White, non-Hispanic",60+,BA or above,Democrat,Female,62,6,6,6,6,4,6,6,6,6,4,-3,1,1,1,1,-1,1,1,1,1,-1,0.6,0.8432740427115679,4,4,4,4,2,4,4,4,4,2
68,Q2A,[Reduce the number of refuges allowed to resettle the US.] How strongly would you oppose or favor these?,Immigration,True,2,Strongly oppose,5,In the middle,18,"Black, non-Hispanic",45-59,BA or above,Democrat,Female,56,1,1,2,1,1,1,1,1,1,1,3,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-0.9,0.31622776601683794,-4,-4,-3,-4,-4,-4,-4,-4,-4,-4
82,Q2A,[Reduce the number of refuges allowed to resettle the US.] How strongly would you oppose or favor these?,Immigration,True,4,Slightly oppose,9,Very strongly favor,18,"Asian, non-Hispanic",18-29,BA or above,Democrat,Female,29,6,3,3,3,3,3,3,3,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.7,0.9486832980505138,-3,-6,-6,-6,-6,-6,-6,-6,-6,-6
117,Q2A,[Reduce the number of refuges allowed to resettle the US.] How strongly would you oppose or favor these?,Immigration,True,5,In the middle,0,Extremely oppose,18,"White, non-Hispanic",45-59,BA or above,Independent,Female,47,6,6,6,6,4,6,6,6,6,4,-5,1,1,1,1,-1,1,1,1,1,-1,0.6,0.8432740427115679,6,6,6,6,4,6,6,6,6,4
125,Q2A,[Reduce the number of refuges allowed to resettle the US.] How strongly would you oppose or favor these?,Immigration,True,5,In the middle,3,Moderately oppose,18,"White, non-Hispanic",30-44,BA or above,Republican,Male,36,6,6,6,6,4,6,6,4,6,4,-2,1,1,1,1,-1,1,1,-1,1,-1,0.4,0.9660917830792958,3,3,3,3,1,3,3,1,3,1
170,Q2A,[Reduce the number of refuges allowed to resettle the US.] How strongly would you oppose or favor these?,Immigration,True,0,Extremely oppose,0,Extremely oppose,18,"White, non-Hispanic",30-44,BA or above,Democrat,Male,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
196,Q2A,[Reduce the number of refuges allowed to resettle the US.] How strongly would you oppose or favor these?,Immigration,True,0,Extremely oppose,0,Extremely oppose,18,"White, non-Hispanic",30-44,BA or above,Democrat,Female,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
238,Q2A,[Reduce the number of refuges allowed to resettle the US.] How strongly would you oppose or favor these?,Immigration,True,1,Very strongly oppose,0,Extremely oppose,18,"White, non-Hispanic",60+,BA or above,Democrat,Male,68,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-0.9,0.31622776601683794,0,0,1,0,0,0,0,0,0,0
259,Q2A,[Reduce the number of refuges allowed to resettle the US.] How strongly would you oppose or favor these?,Immigration,True,7,Moderately favor,5,In the middle,18,"White, non-Hispanic",30-44,Some college,Republican,Female,34,6,6,6,6,6,6,6,6,6,6,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,1,1,1,1,1,1,1,1,1,1
268,Q2A,[Reduce the number of refuges allowed to resettle the US.] How strongly would you oppose or favor these?,Immigration,True,10,Strongly favor,10,Strongly favor,18,Hispanic,60+,Some college,Democrat,Female,61,8,8,8,8,9,8,9,8,8,8,0,-2,-2,-2,-2,-1,-2,-1,-2,-2,-2,-1.8,0.42163702135578396,-2,-2,-2,-2,-1,-2,-1,-2,-2,-2
276,Q2A,[Reduce the number of refuges allowed to resettle the US.] How strongly would you oppose or favor these?,Immigration,True,10,Strongly favor,5,In the middle,18,"White, non-Hispanic",60+,HS graduate or equivalent,Republican,Male,61,8,8,9,9,9,8,9,8,8,9,-5,-2,-2,-1,-1,-1,-2,-1,-2,-2,-1,-1.5,0.5270462766947299,3,3,4,4,4,3,4,3,3,4
334,Q2A,[Reduce the number of refuges allowed to resettle the US.] How strongly would you oppose or favor these?,Immigration,True,8,Strongly favor,5,In the middle,18,"Asian, non-Hispanic",30-44,BA or above,Republican,Male,39,6,6,7,7,6,6,9,6,6,7,-3,-2,-2,-1,-1,-2,-2,1,-2,-2,-1,-1.4,0.9660917830792959,1,1,2,2,1,1,4,1,1,2
430,Q2A,[Reduce the number of refuges allowed to resettle the US.] How strongly would you oppose or favor these?,Immigration,True,0,Extremely oppose,4,Slightly oppose,18,"Black, non-Hispanic",18-29,BA or above,Democrat,Female,26,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
444,Q2A,[Reduce the number of refuges allowed to resettle the US.] How strongly would you oppose or favor these?,Immigration,True,0,Extremely oppose,0,Extremely oppose,18,"Black, non-Hispanic",45-59,HS graduate or equivalent,Democrat,Female,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
447,Q2A,[Reduce the number of refuges allowed to resettle the US.] How strongly would you oppose or favor these?,Immigration,True,10,Strongly favor,7,Moderately favor,18,"White, non-Hispanic",60+,Some college,Independent,Male,70,8,8,8,8,9,8,9,9,8,8,-3,-2,-2,-2,-2,-1,-2,-1,-1,-2,-2,-1.7,0.48304589153964794,1,1,1,1,2,1,2,2,1,1
14,Q2B,[Increase personnel to process asylum seekers' claims faster.] How strongly would you oppose or favor these?,Immigration,True,6,Slightly favor,8,Strongly favor,18,"White, non-Hispanic",60+,BA or above,Democrat,Female,62,8,7,8,7,8,7,8,7,7,7,2,2,1,2,1,2,1,2,1,1,1,1.4,0.5163977794943223,0,-1,0,-1,0,-1,0,-1,-1,-1
68,Q2B,[Increase personnel to process asylum seekers' claims faster.] How strongly would you oppose or favor these?,Immigration,True,5,In the middle,10,Strongly favor,18,"Black, non-Hispanic",45-59,BA or above,Democrat,Female,56,8,7,7,7,7,7,8,7,7,8,5,3,2,2,2,2,2,3,2,2,3,2.3,0.48304589153964794,-2,-3,-3,-3,-3,-3,-2,-3,-3,-2
82,Q2B,[Increase personnel to process asylum seekers' claims faster.] How strongly would you oppose or favor these?,Immigration,True,6,Slightly favor,10,Strongly favor,18,"Asian, non-Hispanic",18-29,BA or above,Democrat,Female,29,8,7,7,7,7,7,8,7,7,7,4,2,1,1,1,1,1,2,1,1,1,1.2,0.42163702135578396,-2,-3,-3,-3,-3,-3,-2,-3,-3,-3
117,Q2B,[Increase personnel to process asylum seekers' claims faster.] How strongly would you oppose or favor these?,Immigration,True,8,Strongly favor,10,Strongly favor,18,"White, non-Hispanic",45-59,BA or above,Independent,Female,47,9,8,9,9,9,9,9,9,8,9,2,1,0,1,1,1,1,1,1,0,1,0.8,0.42163702135578396,-1,-2,-1,-1,-1,-1,-1,-1,-2,-1
125,Q2B,[Increase personnel to process asylum seekers' claims faster.] How strongly would you oppose or favor these?,Immigration,True,10,Strongly favor,8,Strongly favor,18,"White, non-Hispanic",30-44,BA or above,Republican,Male,36,9,9,9,9,9,9,9,9,8,9,-2,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1.1,0.31622776601683794,1,1,1,1,1,1,1,1,0,1
170,Q2B,[Increase personnel to process asylum seekers' claims faster.] How strongly would you oppose or favor these?,Immigration,True,10,Strongly favor,10,Strongly favor,18,"White, non-Hispanic",30-44,BA or above,Democrat,Male,40,9,10,9,10,9,9,9,10,10,10,0,-1,0,-1,0,-1,-1,-1,0,0,0,-0.5,0.5270462766947299,-1,0,-1,0,-1,-1,-1,0,0,0
196,Q2B,[Increase personnel to process asylum seekers' claims faster.] How strongly would you oppose or favor these?,Immigration,True,10,Strongly favor,10,Strongly favor,18,"White, non-Hispanic",30-44,BA or above,Democrat,Female,37,10,10,9,10,9,9,9,10,10,10,0,0,0,-1,0,-1,-1,-1,0,0,0,-0.4,0.5163977794943223,0,0,-1,0,-1,-1,-1,0,0,0
238,Q2B,[Increase personnel to process asylum seekers' claims faster.] How strongly would you oppose or favor these?,Immigration,True,10,Strongly favor,10,Strongly favor,18,"White, non-Hispanic",60+,BA or above,Democrat,Male,68,9,10,9,10,9,9,9,10,10,10,0,-1,0,-1,0,-1,-1,-1,0,0,0,-0.5,0.5270462766947299,-1,0,-1,0,-1,-1,-1,0,0,0
259,Q2B,[Increase personnel to process asylum seekers' claims faster.] How strongly would you oppose or favor these?,Immigration,True,5,In the middle,7,Moderately favor,18,"White, non-Hispanic",30-44,Some college,Republican,Female,34,6,6,7,7,6,6,6,6,6,7,2,1,1,2,2,1,1,1,1,1,2,1.3,0.48304589153964794,-1,-1,0,0,-1,-1,-1,-1,-1,0
268,Q2B,[Increase personnel to process asylum seekers' claims faster.] How strongly would you oppose or favor these?,Immigration,True,10,Strongly favor,7,Moderately favor,18,Hispanic,60+,Some college,Democrat,Female,61,9,10,9,10,9,10,9,10,10,10,-3,-1,0,-1,0,-1,0,-1,0,0,0,-0.4,0.5163977794943223,2,3,2,3,2,3,2,3,3,3
276,Q2B,[Increase personnel to process asylum seekers' claims faster.] How strongly would you oppose or favor these?,Immigration,True,5,In the middle,8,Strongly favor,18,"White, non-Hispanic",60+,HS graduate or equivalent,Republican,Male,61,6,6,7,7,6,6,6,6,6,6,3,1,1,2,2,1,1,1,1,1,1,1.2,0.42163702135578396,-2,-2,-1,-1,-2,-2,-2,-2,-2,-2
334,Q2B,[Increase personnel to process asylum seekers' claims faster.] How strongly would you oppose or favor these?,Immigration,True,2,Strongly oppose,7,Moderately favor,18,"Asian, non-Hispanic",30-44,BA or above,Republican,Male,39,1,1,3,1,1,1,1,1,3,1,5,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-0.6,0.8432740427115679,-6,-6,-4,-6,-6,-6,-6,-6,-4,-6
430,Q2B,[Increase personnel to process asylum seekers' claims faster.] How strongly would you oppose or favor these?,Immigration,True,10,Strongly favor,10,Strongly favor,18,"Black, non-Hispanic",18-29,BA or above,Democrat,Female,26,10,10,9,10,9,10,9,10,10,10,0,0,0,-1,0,-1,0,-1,0,0,0,-0.3,0.4830458915396479,0,0,-1,0,-1,0,-1,0,0,0
444,Q2B,[Increase personnel to process asylum seekers' claims faster.] How strongly would you oppose or favor these?,Immigration,True,8,Strongly favor,10,Strongly favor,18,"Black, non-Hispanic",45-59,HS graduate or equivalent,Democrat,Female,53,9,8,9,9,9,9,9,9,8,9,2,1,0,1,1,1,1,1,1,0,1,0.8,0.42163702135578396,-1,-2,-1,-1,-1,-1,-1,-1,-2,-1
447,Q2B,[Increase personnel to process asylum seekers' claims faster.] How strongly would you oppose or favor these?,Immigration,True,10,Strongly favor,9,Very strongly favor,18,"White, non-Hispanic",60+,Some college,Independent,Male,70,9,10,9,10,9,9,9,10,10,9,-1,-1,0,-1,0,-1,-1,-1,0,0,-1,-0.6,0.5163977794943223,0,1,0,1,0,0,0,1,1,0
14,Q2C,[Provide aid to reduce poverty and violence in Central America.] How strongly would you oppose or favor these?,Immigration,True,6,Slightly favor,8,Strongly favor,18,"White, non-Hispanic",60+,BA or above,Democrat,Female,62,7,7,7,7,8,7,7,7,7,7,2,1,1,1,1,2,1,1,1,1,1,1.1,0.31622776601683794,-1,-1,-1,-1,0,-1,-1,-1,-1,-1
68,Q2C,[Provide aid to reduce poverty and violence in Central America.] How strongly would you oppose or favor these?,Immigration,True,4,Slightly oppose,5,In the middle,18,"Black, non-Hispanic",45-59,BA or above,Democrat,Female,56,6,6,6,6,5,5,6,5,6,6,1,2,2,2,2,1,1,2,1,2,2,1.7,0.48304589153964794,1,1,1,1,0,0,1,0,1,1
82,Q2C,[Provide aid to reduce poverty and violence in Central America.] How strongly would you oppose or favor these?,Immigration,True,6,Slightly favor,7,Moderately favor,18,"Asian, non-Hispanic",18-29,BA or above,Democrat,Female,29,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0
117,Q2C,[Provide aid to reduce poverty and violence in Central America.] How strongly would you oppose or favor these?,Immigration,True,6,Slightly favor,5,In the middle,18,"White, non-Hispanic",45-59,BA or above,Independent,Female,47,7,7,7,7,7,7,7,7,7,7,-1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,2,2,2,2,2,2,2,2,2,2
125,Q2C,[Provide aid to reduce poverty and violence in Central America.] How strongly would you oppose or favor these?,Immigration,True,8,Strongly favor,7,Moderately favor,18,"White, non-Hispanic",30-44,BA or above,Republican,Male,36,8,8,9,7,9,9,9,7,9,9,-1,0,0,1,-1,1,1,1,-1,1,1,0.4,0.8432740427115678,1,1,2,0,2,2,2,0,2,2
170,Q2C,[Provide aid to reduce poverty and violence in Central America.] How strongly would you oppose or favor these?,Immigration,True,10,Strongly favor,10,Strongly favor,18,"White, non-Hispanic",30-44,BA or above,Democrat,Male,40,9,9,9,9,9,9,9,9,9,9,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
196,Q2C,[Provide aid to reduce poverty and violence in Central America.] How strongly would you oppose or favor these?,Immigration,True,10,Strongly favor,10,Strongly favor,18,"White, non-Hispanic",30-44,BA or above,Democrat,Female,37,9,9,9,9,9,9,9,9,9,9,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
238,Q2C,[Provide aid to reduce poverty and violence in Central America.] How strongly would you oppose or favor these?,Immigration,True,10,Strongly favor,10,Strongly favor,18,"White, non-Hispanic",60+,BA or above,Democrat,Male,68,9,9,9,9,9,9,9,9,9,9,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
259,Q2C,[Provide aid to reduce poverty and violence in Central America.] How strongly would you oppose or favor these?,Immigration,True,4,Slightly oppose,6,Slightly favor,18,"White, non-Hispanic",30-44,Some college,Republican,Female,34,6,5,5,5,5,5,5,5,5,5,2,2,1,1,1,1,1,1,1,1,1,1.1,0.31622776601683794,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
268,Q2C,[Provide aid to reduce poverty and violence in Central America.] How strongly would you oppose or favor these?,Immigration,True,2,Strongly oppose,10,Strongly favor,18,Hispanic,60+,Some college,Democrat,Female,61,6,1,3,6,4,1,1,5,6,3,8,4,-1,1,4,2,-1,-1,3,4,1,1.6,2.1186998109427604,-4,-9,-7,-4,-6,-9,-9,-5,-4,-7
276,Q2C,[Provide aid to reduce poverty and violence in Central America.] How strongly would you oppose or favor these?,Immigration,True,3,Moderately oppose,6,Slightly favor,18,"White, non-Hispanic",60+,HS graduate or equivalent,Republican,Male,61,5,4,2,4,4,2,2,5,4,4,3,2,1,-1,1,1,-1,-1,2,1,1,0.6,1.1737877907772674,-1,-2,-4,-2,-2,-4,-4,-1,-2,-2
334,Q2C,[Provide aid to reduce poverty and violence in Central America.] How strongly would you oppose or favor these?,Immigration,True,0,Extremely oppose,5,In the middle,18,"Asian, non-Hispanic",30-44,BA or above,Republican,Male,39,5,0,2,0,4,0,2,2,2,0,5,5,0,2,0,4,0,2,2,2,0,1.7,1.7669811040931427,0,-5,-3,-5,-1,-5,-3,-3,-3,-5
430,Q2C,[Provide aid to reduce poverty and violence in Central America.] How strongly would you oppose or favor these?,Immigration,True,5,In the middle,10,Strongly favor,18,"Black, non-Hispanic",18-29,BA or above,Democrat,Female,26,6,6,7,7,6,7,6,6,6,7,5,1,1,2,2,1,2,1,1,1,2,1.4,0.5163977794943223,-4,-4,-3,-3,-4,-3,-4,-4,-4,-3
444,Q2C,[Provide aid to reduce poverty and violence in Central America.] How strongly would you oppose or favor these?,Immigration,True,7,Moderately favor,10,Strongly favor,18,"Black, non-Hispanic",45-59,HS graduate or equivalent,Democrat,Female,53,8,8,8,8,8,8,8,8,8,8,3,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
447,Q2C,[Provide aid to reduce poverty and violence in Central America.] How strongly would you oppose or favor these?,Immigration,True,7,Moderately favor,8,Strongly favor,18,"White, non-Hispanic",60+,Some college,Independent,Male,70,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0
14,Q2D,[Increase the number of visas for skilled workers to move to the US.] How strongly would you oppose or favor these?,Immigration,True,5,In the middle,6,Slightly favor,18,"White, non-Hispanic",60+,BA or above,Democrat,Female,62,6,6,7,7,6,6,6,6,7,7,1,1,1,2,2,1,1,1,1,2,2,1.4,0.5163977794943223,0,0,1,1,0,0,0,0,1,1
68,Q2D,[Increase the number of visas for skilled workers to move to the US.] How strongly would you oppose or favor these?,Immigration,True,5,In the middle,9,Very strongly favor,18,"Black, non-Hispanic",45-59,BA or above,Democrat,Female,56,6,6,7,7,6,6,6,6,6,7,4,1,1,2,2,1,1,1,1,1,2,1.3,0.48304589153964794,-3,-3,-2,-2,-3,-3,-3,-3,-3,-2
82,Q2D,[Increase the number of visas for skilled workers to move to the US.] How strongly would you oppose or favor these?,Immigration,True,6,Slightly favor,8,Strongly favor,18,"Asian, non-Hispanic",18-29,BA or above,Democrat,Female,29,7,7,7,7,8,7,7,7,7,7,2,1,1,1,1,2,1,1,1,1,1,1.1,0.31622776601683794,-1,-1,-1,-1,0,-1,-1,-1,-1,-1
117,Q2D,[Increase the number of visas for skilled workers to move to the US.] How strongly would you oppose or favor these?,Immigration,True,6,Slightly favor,10,Strongly favor,18,"White, non-Hispanic",45-59,BA or above,Independent,Female,47,7,7,7,7,7,7,7,7,7,7,4,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
125,Q2D,[Increase the number of visas for skilled workers to move to the US.] How strongly would you oppose or favor these?,Immigration,True,10,Strongly favor,10,Strongly favor,18,"White, non-Hispanic",30-44,BA or above,Republican,Male,36,9,9,9,9,9,9,9,9,9,9,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
170,Q2D,[Increase the number of visas for skilled workers to move to the US.] How strongly would you oppose or favor these?,Immigration,True,3,Moderately oppose,5,In the middle,18,"White, non-Hispanic",30-44,BA or above,Democrat,Male,40,5,4,2,4,4,4,2,4,4,4,2,2,1,-1,1,1,1,-1,1,1,1,0.7,0.9486832980505138,0,-1,-3,-1,-1,-1,-3,-1,-1,-1
196,Q2D,[Increase the number of visas for skilled workers to move to the US.] How strongly would you oppose or favor these?,Immigration,True,9,Very strongly favor,9,Very strongly favor,18,"White, non-Hispanic",30-44,BA or above,Democrat,Female,37,8,8,8,8,8,9,9,9,8,9,0,-1,-1,-1,-1,-1,0,0,0,-1,0,-0.6,0.5163977794943222,-1,-1,-1,-1,-1,0,0,0,-1,0
238,Q2D,[Increase the number of visas for skilled workers to move to the US.] How strongly would you oppose or favor these?,Immigration,True,10,Strongly favor,10,Strongly favor,18,"White, non-Hispanic",60+,BA or above,Democrat,Male,68,9,9,9,9,9,9,9,10,9,10,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-0.8,0.4216370213557839,-1,-1,-1,-1,-1,-1,-1,0,-1,0
259,Q2D,[Increase the number of visas for skilled workers to move to the US.] How strongly would you oppose or favor these?,Immigration,True,5,In the middle,8,Strongly favor,18,"White, non-Hispanic",30-44,Some college,Republican,Female,34,6,6,7,6,6,6,6,6,6,6,3,1,1,2,1,1,1,1,1,1,1,1.1,0.31622776601683794,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2
268,Q2D,[Increase the number of visas for skilled workers to move to the US.] How strongly would you oppose or favor these?,Immigration,True,2,Strongly oppose,2,Strongly oppose,18,Hispanic,60+,Some college,Democrat,Female,61,5,1,2,4,4,4,2,4,1,1,0,3,-1,0,2,2,2,0,2,-1,-1,0.8,1.5491933384829668,3,-1,0,2,2,2,0,2,-1,-1
276,Q2D,[Increase the number of visas for skilled workers to move to the US.] How strongly would you oppose or favor these?,Immigration,True,5,In the middle,6,Slightly favor,18,"White, non-Hispanic",60+,HS graduate or equivalent,Republican,Male,61,6,6,7,6,6,6,6,6,6,6,1,1,1,2,1,1,1,1,1,1,1,1.1,0.31622776601683794,0,0,1,0,0,0,0,0,0,0
334,Q2D,[Increase the number of visas for skilled workers to move to the US.] How strongly would you oppose or favor these?,Immigration,True,10,Strongly favor,10,Strongly favor,18,"Asian, non-Hispanic",30-44,BA or above,Republican,Male,39,9,9,9,9,9,9,9,9,9,9,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
430,Q2D,[Increase the number of visas for skilled workers to move to the US.] How strongly would you oppose or favor these?,Immigration,True,3,Moderately oppose,10,Strongly favor,18,"Black, non-Hispanic",18-29,BA or above,Democrat,Female,26,4,4,2,4,4,4,2,4,4,4,7,1,1,-1,1,1,1,-1,1,1,1,0.6,0.8432740427115679,-6,-6,-8,-6,-6,-6,-8,-6,-6,-6
444,Q2D,[Increase the number of visas for skilled workers to move to the US.] How strongly would you oppose or favor these?,Immigration,True,5,In the middle,5,In the middle,18,"Black, non-Hispanic",45-59,HS graduate or equivalent,Democrat,Female,53,6,6,6,6,6,6,6,6,6,7,0,1,1,1,1,1,1,1,1,1,2,1.1,0.31622776601683794,1,1,1,1,1,1,1,1,1,2
447,Q2D,[Increase the number of visas for skilled workers to move to the US.] How strongly would you oppose or favor these?,Immigration,True,6,Slightly favor,6,Slightly favor,18,"White, non-Hispanic",60+,Some college,Independent,Male,70,7,7,7,7,7,7,7,7,7,7,0,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1,1,1,1,1,1,1,1,1,1
14,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,5,In the middle,8,Strongly favor,18,"White, non-Hispanic",60+,BA or above,Democrat,Female,62,6,6,7,7,6,7,6,6,7,6,3,1,1,2,2,1,2,1,1,2,1,1.4,0.5163977794943223,-2,-2,-1,-1,-2,-1,-2,-2,-1,-2
68,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,5,In the middle,8,Strongly favor,18,"Black, non-Hispanic",45-59,BA or above,Democrat,Female,56,6,6,7,7,6,7,6,6,6,6,3,1,1,2,2,1,2,1,1,1,1,1.3,0.48304589153964794,-2,-2,-1,-1,-2,-1,-2,-2,-2,-2
82,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,7,Moderately favor,8,Strongly favor,18,"Asian, non-Hispanic",18-29,BA or above,Democrat,Female,29,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0
117,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,6,Slightly favor,10,Strongly favor,18,"White, non-Hispanic",45-59,BA or above,Independent,Female,47,7,7,7,7,7,7,7,7,7,7,4,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
125,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,10,Strongly favor,18,"White, non-Hispanic",30-44,BA or above,Republican,Male,36,9,9,9,9,9,9,9,10,9,9,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-0.9,0.31622776601683794,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
170,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,5,In the middle,5,In the middle,18,"White, non-Hispanic",30-44,BA or above,Democrat,Male,40,6,6,7,7,6,6,6,6,7,6,0,1,1,2,2,1,1,1,1,2,1,1.3,0.48304589153964794,1,1,2,2,1,1,1,1,2,1
196,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,10,Strongly favor,18,"White, non-Hispanic",30-44,BA or above,Democrat,Female,37,10,9,9,10,9,9,9,10,10,9,0,0,-1,-1,0,-1,-1,-1,0,0,-1,-0.6,0.5163977794943223,0,-1,-1,0,-1,-1,-1,0,0,-1
238,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,10,Strongly favor,18,"White, non-Hispanic",60+,BA or above,Democrat,Male,68,10,10,9,9,9,9,9,10,9,9,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-0.7,0.48304589153964794,0,0,-1,-1,-1,-1,-1,0,-1,-1
259,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,5,In the middle,8,Strongly favor,18,"White, non-Hispanic",30-44,Some college,Republican,Female,34,6,6,7,7,6,6,6,6,6,6,3,1,1,2,2,1,1,1,1,1,1,1.2,0.42163702135578396,-2,-2,-1,-1,-2,-2,-2,-2,-2,-2
268,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,2,Strongly oppose,4,Slightly oppose,18,Hispanic,60+,Some college,Democrat,Female,61,1,1,3,1,4,3,1,1,3,1,2,-1,-1,1,-1,2,1,-1,-1,1,-1,-0.1,1.1972189997378648,-3,-3,-1,-3,0,-1,-3,-3,-1,-3
